index,given_label,predicted_label,suggested_label,self_confidence,alternative_prob,quality_score,is_label_issue,rank
66,5,2,2,0.17885438127342826,0.22103034433565213,0.17885438127342826,True,56
67,4,2,2,0.20322389595601803,0.21878938780606663,0.20322389595601803,True,57
69,4,2,2,0.20990754812793347,0.22227720870590276,0.20990754812793347,True,58
71,4,2,2,0.20567656495052047,0.22146609074999035,0.20567656495052047,True,59
72,1,2,2,0.18599911031045874,0.22227720870590276,0.18599911031045874,True,60
73,4,2,2,0.20734171960947684,0.2193372016632396,0.20734171960947684,True,61
74,5,2,2,0.17773537327362424,0.2193372016632396,0.17773537327362424,True,62
75,3,2,2,0.20066725298789925,0.22039313832395757,0.20066725298789925,True,63
76,3,2,2,0.20214591769769114,0.22227720870590276,0.20214591769769114,True,64
77,3,2,2,0.20161207403768458,0.22146609074999035,0.20161207403768458,True,65
78,4,2,2,0.20156637379211212,0.21255332809604596,0.20156637379211212,True,66
79,5,1,1,0.0903183962913594,0.5201282673067257,0.0903183962913594,True,67
80,1,2,2,0.18499722511800717,0.22039313832395757,0.18499722511800717,True,68
81,5,2,2,0.1891842057338144,0.22039313832395757,0.1891842057338144,True,69
82,4,2,2,0.2047581778363217,0.22039313832395757,0.2047581778363217,True,70
83,3,2,2,0.20511476726281905,0.2193372016632396,0.20511476726281905,True,71
84,4,2,2,0.20734171960947684,0.2193372016632396,0.20734171960947684,True,72
85,3,2,2,0.20606474752934176,0.22103034433565213,0.20606474752934176,True,73
86,3,2,2,0.20066725298789925,0.22039313832395757,0.20066725298789925,True,74
87,3,1,1,0.12825244388722848,0.4983789661118323,0.12825244388722848,True,75
88,5,2,2,0.18584924554047574,0.22146609074999035,0.18584924554047574,True,76
89,4,2,2,0.2047581778363217,0.22039313832395757,0.2047581778363217,True,77
90,4,5,5,0.14294524988345378,0.5116039860512487,0.14294524988345378,True,78
91,3,2,2,0.20214591769769114,0.22227720870590276,0.20214591769769114,True,79
92,5,2,2,0.1891842057338144,0.22039313832395757,0.1891842057338144,True,80
93,4,2,2,0.20322389595601803,0.21878938780606663,0.20322389595601803,True,81
94,5,2,2,0.17967021515801393,0.22227720870590276,0.17967021515801393,True,82
95,4,2,2,0.20590129008013824,0.21791254429000853,0.20590129008013824,True,83
96,4,2,2,0.20567656495052047,0.22146609074999035,0.20567656495052047,True,84
97,3,2,2,0.19368301207019883,0.21255332809604596,0.19368301207019883,True,85
98,5,2,2,0.17773537327362424,0.2193372016632396,0.17773537327362424,True,86
99,4,2,2,0.20590129008013824,0.21791254429000853,0.20590129008013824,True,87
100,4,2,2,0.20567656495052047,0.22146609074999035,0.20567656495052047,True,88
101,5,2,2,0.18584924554047574,0.22146609074999035,0.18584924554047574,True,89
102,5,2,2,0.17773537327362424,0.2193372016632396,0.17773537327362424,True,90
103,1,2,2,0.18524328039463822,0.22103034433565213,0.18524328039463822,True,91
104,5,2,2,0.18379857307017153,0.21878938780606663,0.18379857307017153,True,92
105,3,2,2,0.20411859032509108,0.21878938780606663,0.20411859032509108,True,93
106,5,2,2,0.17967021515801393,0.22227720870590276,0.17967021515801393,True,94
107,4,2,2,0.20880724646693974,0.22103034433565213,0.20880724646693974,True,95
108,4,2,2,0.20880724646693974,0.22103034433565213,0.20880724646693974,True,96
109,3,2,2,0.19368301207019883,0.21255332809604596,0.19368301207019883,True,97
110,3,2,2,0.20340605411936988,0.21791254429000853,0.20340605411936988,True,98
111,3,2,2,0.19368301207019883,0.21255332809604596,0.19368301207019883,True,99
112,3,2,2,0.20066725298789925,0.22039313832395757,0.20066725298789925,True,100
113,3,2,2,0.20340605411936988,0.21791254429000853,0.20340605411936988,True,101
114,1,2,2,0.1853960247213288,0.22146609074999035,0.1853960247213288,True,102
116,4,2,2,0.20734171960947684,0.2193372016632396,0.20734171960947684,True,103
117,5,2,2,0.1796439579455985,0.21255332809604596,0.1796439579455985,True,104
118,4,2,2,0.20590129008013824,0.21791254429000853,0.20590129008013824,True,105
119,5,2,2,0.18379857307017153,0.21878938780606663,0.18379857307017153,True,106
120,4,2,2,0.20567656495052047,0.22146609074999035,0.20567656495052047,True,107
121,4,2,2,0.20156637379211212,0.21255332809604596,0.20156637379211212,True,108
123,3,2,2,0.20340605411936988,0.21791254429000853,0.20340605411936988,True,109
124,4,2,2,0.20880724646693974,0.22103034433565213,0.20880724646693974,True,110
125,5,2,2,0.1796439579455985,0.21255332809604596,0.1796439579455985,True,111
126,5,2,2,0.17885438127342826,0.22103034433565213,0.17885438127342826,True,112
128,4,2,2,0.20990754812793347,0.22227720870590276,0.20990754812793347,True,113
129,4,2,2,0.20322389595601803,0.21878938780606663,0.20322389595601803,True,114
130,4,2,2,0.20156637379211212,0.21255332809604596,0.20156637379211212,True,115
131,4,2,2,0.20734171960947684,0.2193372016632396,0.20734171960947684,True,116
133,4,5,5,0.16678344668191872,0.47319859526349733,0.16678344668191872,True,117
134,4,2,2,0.20322389595601803,0.21878938780606663,0.20322389595601803,True,118
135,4,2,2,0.20990754812793347,0.22227720870590276,0.20990754812793347,True,119
137,4,2,2,0.20590129008013824,0.21791254429000853,0.20590129008013824,True,120
138,5,2,2,0.17967021515801393,0.22227720870590276,0.17967021515801393,True,121
139,4,2,2,0.20880724646693974,0.22103034433565213,0.20880724646693974,True,122
115,2,2,2,0.22039313832395757,0.2047581778363217,0.22039313832395757,False,140
60,2,2,2,0.21878938780606663,0.20411859032509108,0.21878938780606663,False,140
136,3,2,2,0.20511476726281905,0.2193372016632396,0.20511476726281905,True,140
30,5,5,5,0.4350622861754956,0.20830759518469283,0.4350622861754956,False,140
26,5,5,5,0.47319859526349733,0.24288346991210155,0.47319859526349733,False,140
13,2,2,2,0.22227720870590276,0.20990754812793347,0.22227720870590276,False,140
132,2,2,2,0.22103034433565213,0.20880724646693974,0.22103034433565213,False,140
122,5,5,5,0.4322502701756836,0.2133282203441833,0.4322502701756836,False,140
64,2,2,2,0.22146609074999035,0.20567656495052047,0.22146609074999035,False,140
9,2,2,2,0.21255332809604596,0.21255332809604455,0.21255332809604596,False,140
8,2,2,2,0.2193372016632396,0.20734171960947684,0.2193372016632396,False,140
127,5,5,5,0.37506407447718954,0.23319577446932474,0.37506407447718954,False,140
68,1,2,2,0.1828618729471518,0.21791254429000853,0.1828618729471518,True,140
70,4,2,2,0.20156637379211212,0.21255332809604596,0.20156637379211212,True,140
48,5,5,5,0.37506407447718954,0.23319577446932474,0.37506407447718954,False,140
12,2,2,2,0.21791254429000853,0.20590129008013824,0.21791254429000853,False,140
44,2,2,2,0.2193372016632396,0.20734171960947684,0.2193372016632396,False,140
